Time (Day)	LVV B-X (nT)
10.96944	19829.70
10.97014	19830.10
10.97083	19830.60
10.97153	19831.10
10.97222	19831.10
10.97292	19831.10
10.97361	19831.40
10.97431	19831.50
10.97500	19831.90
10.97569	19832.10
10.97639	19832.40
10.97708	19832.40
10.97778	19832.90
10.97847	19833.10
10.97917	19833.10
10.97986	19833.00
10.98056	19833.00
10.98125	19833.00
10.98194	19833.10
10.98264	19832.80
10.98333	19832.80
10.98403	19832.50
10.98472	19832.50
10.98542	19832.20
10.98611	19832.20
10.98681	19832.20
10.98750	19832.00
10.98819	19832.10
10.98889	19832.50
10.98958	19832.60
10.99028	19832.70
10.99097	19832.60
10.99167	19832.50
10.99236	19832.30
10.99306	19832.10
10.99375	19832.30
10.99444	19832.00
10.99514	19832.10
10.99583	19832.30
10.99653	19832.40
10.99722	19832.60
10.99792	19833.10
10.99861	19833.60
10.99931	19834.00
11.00000	19834.40
11.00069	19834.40
11.00139	19833.90
11.00208	19833.60
11.00278	19833.60
11.00347	19833.50
11.00417	19833.10
11.00486	19832.80
11.00556	19832.50
11.00625	19832.10
11.00694	19831.00
11.00764	19831.50
11.00833	19831.30
11.00903	19831.80
11.00972	19831.20
11.01042	19831.40
11.01111	19831.10
11.01181	19831.10
11.01250	19831.20
11.01319	19831.60
11.01389	19831.50
11.01458	19831.20
11.01528	19831.30
11.01597	19832.30
11.01667	19832.20
11.01736	19832.40
11.01806	19832.10
11.01875	19831.50
11.01944	19831.90
11.02014	19832.40
11.02083	19833.20
11.02153	19833.10
11.02222	19832.70
11.02292	19832.70
11.02361	19832.60
11.02431	19832.30
11.02500	19832.10
11.02569	19832.20
11.02639	19833.00
11.02708	19833.40
11.02778	19833.80
11.02847	19834.80
11.02917	19834.90
11.02986	19835.60
11.03056	19835.80
11.03125	19835.60
11.03194	19835.00
11.03264	19834.90
11.03333	19834.30
11.03403	19834.30
11.03472	19834.10
11.03542	19834.00
11.03611	19833.40
11.03681	19833.40
11.03750	19833.30
11.03819	19833.20
11.03889	19833.10
11.03958	19833.10
11.04028	19833.00
11.04097	19833.70
11.04167	19833.60
11.04236	19833.60
11.04306	19833.30
11.04375	19833.20
11.04444	19833.20
11.04514	19833.30
11.04583	19833.30
11.04653	19833.40
11.04722	19833.80
11.04792	19833.90
11.04861	19834.10
11.04931	19834.70
11.05000	19834.70
11.05069	19834.90
11.05139	19834.70
11.05208	19835.10
11.05278	19835.20
11.05347	19835.30
11.05417	19835.30
11.05486	19835.10
11.05556	19835.20
11.05625	19835.40
11.05694	19835.60
11.05764	19835.10
11.05833	19835.20
11.05903	19835.80
11.05972	19835.90
11.06042	19836.30
11.06111	19836.30
11.06181	19836.40
11.06250	19835.90
11.06319	19835.80
11.06389	19835.00
11.06458	19835.00
11.06528	19834.90
11.06597	19835.00
11.06667	19835.00
11.06736	19834.70
11.06806	19834.70
11.06875	19835.00
11.06944	19835.20
11.07014	19835.30
11.07083	19835.50
11.07153	19835.90
11.07222	19836.00
11.07292	19836.20
11.07361	19836.10
11.07431	19836.20
11.07500	19836.20
11.07569	19836.00
11.07639	19836.00
11.07708	19835.80
11.07778	19835.90
11.07847	19835.90
11.07917	19835.70
11.07986	19835.80
11.08056	19835.80
11.08125	19835.80
11.08194	19835.90
11.08264	19836.00
11.08333	19835.80
11.08403	19836.00
11.08472	19836.70
11.08542	19836.30
11.08611	19835.90
11.08681	19835.50
11.08750	19836.20
11.08819	19835.30
11.08889	19837.00
11.08958	19836.80
11.09028	19837.20
11.09097	19837.00
11.09167	19836.90
11.09236	19836.20
11.09306	19835.90
11.09375	19835.90
11.09444	19835.80
11.09514	19835.00
11.09583	19835.80
11.09653	19835.50
11.09722	19835.60
11.09792	19835.30
11.09861	19835.60
11.09931	19835.50
11.10000	19835.50
11.10069	19836.00
11.10139	19836.20
11.10208	19836.10
11.10278	19836.50
11.10347	19836.20
11.10417	19836.30
11.10486	19836.10
11.10556	19835.90
11.10625	19836.30
11.10694	19836.70
11.10764	19836.50
11.10833	19836.30
11.10903	19836.60
11.10972	19836.10
11.11042	19836.30
11.11111	19836.30
11.11181	19835.60
11.11250	19835.20
11.11319	19835.60
11.11389	19835.40
11.11458	19834.80
11.11528	19835.00
11.11597	19834.10
11.11667	19834.30
11.11736	19834.50
11.11806	19834.90
11.11875	19834.60
11.11944	19834.50
11.12014	19834.60
11.12083	19834.90
11.12153	19835.00
11.12222	19835.00
11.12292	19835.00
11.12361	19834.80
11.12431	19835.00
11.12500	19835.30
11.12569	19835.90
11.12639	19836.00
11.12708	19836.20
11.12778	19836.40
11.12847	19836.40
11.12917	19836.50
11.12986	19836.00
11.13056	19836.60
11.13125	19836.50
11.13194	19836.20
11.13264	19835.80
11.13333	19835.80
11.13403	19836.40
11.13472	19836.60
11.13542	19836.30
11.13611	19835.00
11.13681	19835.10
11.13750	19836.40
11.13819	19836.70
11.13889	19836.90
11.13958	19836.40
11.14028	19836.50
11.14097	19836.70
11.14167	19836.00
11.14236	19835.70
11.14306	19835.50
11.14375	19835.90
11.14444	19835.50
11.14514	19835.60
11.14583	19835.60
11.14653	19835.40
11.14722	19835.30
11.14792	19835.80
11.14861	19835.80
11.14931	19835.90
11.15000	19836.00
11.15069	19836.10
11.15139	19836.20
11.15208	19836.10
11.15278	19836.20
11.15347	19835.90
11.15417	19836.00
11.15486	19835.90
11.15556	19836.20
11.15625	19836.30
11.15694	19835.90
11.15764	19836.60
11.15833	19836.50
11.15903	19836.70
11.15972	19836.50
11.16042	19836.30
11.16111	19836.20
11.16181	19836.40
11.16250	19836.40
11.16319	19836.00
11.16389	19835.90
11.16458	19835.30
11.16528	19835.70
11.16597	19835.80
11.16667	19835.90
11.16736	19836.40
11.16806	19836.90
11.16875	19837.10
11.16944	19837.40
11.17014	19838.50
11.17083	19837.50
11.17153	19837.80
11.17222	19837.50
11.17292	19837.30
11.17361	19837.90
11.17431	19838.50
11.17500	19839.00
11.17569	19839.20
11.17639	19839.10
11.17708	19838.40
11.17778	19837.80
11.17847	19839.10
11.17917	19839.90
11.17986	19839.20
11.18056	19839.40
11.18125	19839.00
11.18194	19839.60
11.18264	19840.00
11.18333	19840.00
11.18403	19840.30
11.18472	19840.80
11.18542	19840.90
11.18611	19841.00
11.18681	19840.70
11.18750	19840.60
11.18819	19841.10
11.18889	19841.30
11.18958	19841.10
11.19028	19841.20
11.19097	19840.70
11.19167	19840.70
11.19236	19840.80
11.19306	19841.00
11.19375	19840.50
11.19444	19840.20
11.19514	19839.70
11.19583	19839.70
11.19653	19839.90
11.19722	19839.60
11.19792	19839.40
11.19861	19839.30
11.19931	19839.20
11.20000	19839.20
11.20069	19839.20
11.20139	19839.30
11.20208	19839.00
11.20278	19839.20
11.20347	19839.00
11.20417	19838.80
11.20486	19838.90
11.20556	19839.30
11.20625	19839.80
11.20694	19840.20
11.20764	19840.20
11.20833	19840.20
11.20903	19840.40
11.20972	19840.30
11.21042	19839.80
11.21111	19839.90
11.21181	19840.60
11.21250	19841.20
11.21319	19842.10
11.21389	19842.10
11.21458	19841.60
11.21528	19841.10
11.21597	19841.20
11.21667	19840.40
11.21736	19840.20
11.21806	19840.00
11.21875	19840.00
11.21944	19839.70
11.22014	19839.60
11.22083	19839.90
11.22153	19840.40
11.22222	19839.90
11.22292	19840.00
11.22361	19840.40
11.22431	19840.20
11.22500	19839.90
11.22569	19839.70
11.22639	19838.80
11.22708	19838.90
11.22778	19838.90
11.22847	19839.00
11.22917	19839.00
11.22986	19839.40
11.23056	19839.40
11.23125	19839.20
11.23194	19838.80
11.23264	19838.90
11.23333	19839.00
11.23403	19839.20
11.23472	19839.10
11.23542	19838.70
11.23611	19838.40
11.23681	19838.10
11.23750	19838.00
11.23819	19838.70
11.23889	19839.20
11.23958	19839.10
11.24028	19838.60
11.24097	19838.90
11.24167	19839.40
11.24236	19839.60
11.24306	19839.40
11.24375	19838.90
11.24444	19838.90
11.24514	19838.60
11.24583	19838.40
11.24653	19838.50
11.24722	19838.60
11.24792	19838.70
11.24861	19839.60
11.24931	19838.80
11.25000	19837.70
11.25069	19837.60
11.25139	19837.30
11.25208	19837.50
11.25278	19837.40
11.25347	19837.70
11.25417	19837.60
11.25486	19838.10
11.25556	19837.50
11.25625	19837.50
11.25694	19837.90
11.25764	19838.50
11.25833	19839.30
11.25903	19839.40
11.25972	19839.40
11.26042	19839.60
11.26111	19839.40
11.26181	19839.20
11.26250	19839.10
11.26319	19839.60
11.26389	19839.40
11.26458	19839.10
11.26528	19839.50
11.26597	19839.50
11.26667	19838.90
11.26736	19839.00
11.26806	19838.40
11.26875	19837.60
11.26944	19838.40
11.27014	19839.10
11.27083	19839.20
11.27153	19839.20
11.27222	19839.50
11.27292	19839.50
11.27361	19839.10
11.27431	19839.00
11.27500	19838.20
11.27569	19839.40
11.27639	19839.60
11.27708	19839.40
11.27778	19839.20
11.27847	19839.00
11.27917	19838.70
11.27986	19837.60
11.28056	19837.90
11.28125	19837.70
11.28194	19837.60
11.28264	19837.80
11.28333	19837.50
11.28403	19837.60
11.28472	19837.40
11.28542	19836.40
11.28611	19836.20
11.28681	19835.70
11.28750	19835.70
11.28819	19835.20
11.28889	19835.20
11.28958	19835.80
11.29028	19835.50
11.29097	19835.20
11.29167	19835.60
11.29236	19834.70
11.29306	19835.20
11.29375	19834.90
11.29444	19834.50
11.29514	19834.30
11.29583	19834.70
11.29653	19834.20
11.29722	19834.40
11.29792	19834.10
11.29861	19833.50
11.29931	19833.50
11.30000	19833.40
11.30069	19833.00
11.30139	19833.20
11.30208	19832.90
11.30278	19832.50
11.30347	19832.30
11.30417	19832.40
11.30486	19832.30
11.30556	19832.00
11.30625	19831.40
11.30694	19831.70
11.30764	19831.50
11.30833	19831.50
11.30903	19831.40
11.30972	19831.10
11.31042	19830.90
11.31111	19830.80
11.31181	19830.60
11.31250	19830.60
11.31319	19830.20
11.31389	19830.30
11.31458	19830.40
11.31528	19829.50
11.31597	19830.10
11.31667	19830.50
11.31736	19830.20
11.31806	19830.00
11.31875	19829.60
11.31944	19829.00
11.32014	19828.80
11.32083	19828.70
11.32153	19828.90
11.32222	19828.10
11.32292	19828.00
11.32361	19828.30
11.32431	19828.40
11.32500	19828.50
11.32569	19828.60
11.32639	19828.20
11.32708	19828.00
11.32778	19828.10
11.32847	19828.20
11.32917	19827.80
11.32986	19827.60
11.33056	19828.20
11.33125	19828.30
11.33194	19828.20
11.33264	19828.50
11.33333	19827.80
11.33403	19827.20
11.33472	19827.70
11.33542	19827.90
11.33611	19827.40
11.33681	19826.40
11.33750	19826.20
11.33819	19826.60
11.33889	19826.50
11.33958	19826.20
11.34028	19826.10
11.34097	19826.10
11.34167	19826.20
11.34236	19825.70
11.34306	19825.40
11.34375	19825.10
11.34444	19824.90
11.34514	19824.60
11.34583	19824.30
11.34653	19824.20
11.34722	19823.70
11.34792	19823.30
11.34861	19823.00
11.34931	19822.50
11.35000	19822.30
11.35069	19822.30
11.35139	19822.20
11.35208	19822.70
11.35278	19822.20
11.35347	19822.00
11.35417	19821.30
11.35486	19821.70
11.35556	19822.50
11.35625	19821.50
11.35694	19821.10
11.35764	19821.10
11.35833	19820.60
11.35903	19820.50
11.35972	19820.70
11.36042	19820.60
11.36111	19820.70
11.36181	19820.10
11.36250	19820.60
11.36319	19820.90
11.36389	19821.00
11.36458	19820.60
11.36528	19819.60
11.36597	19818.40
11.36667	19818.00
11.36736	19819.10
11.36806	19819.90
11.36875	19819.30
11.36944	19818.20
11.37014	19817.00
11.37083	19816.80
11.37153	19816.30
11.37222	19815.80
11.37292	19815.70
11.37361	19815.40
11.37431	19815.30
11.37500	19814.90
11.37569	19814.10
11.37639	19813.60
11.37708	19813.30
11.37778	19813.10
11.37847	19812.90
11.37917	19812.60
11.37986	19811.70
11.38056	19811.10
11.38125	19811.10
11.38194	19810.20
11.38264	19810.70
11.38333	19809.70
11.38403	19808.40
11.38472	19808.70
11.38542	19809.70
11.38611	19810.30
11.38681	19810.30
11.38750	19809.30
11.38819	19808.30
11.38889	19807.50
11.38958	19807.10
11.39028	19806.70
11.39097	19805.90
11.39167	19805.30
11.39236	19805.40
11.39306	19805.40
11.39375	19805.20
11.39444	19805.00
11.39514	19805.00
11.39583	19805.00
11.39653	19804.70
11.39722	19804.60
11.39792	19804.90
11.39861	19805.30
11.39931	19804.90
11.40000	19805.40
11.40069	19805.80
11.40139	19805.60
11.40208	19805.80
11.40278	19806.20
11.40347	19806.10
11.40417	19805.50
11.40486	19805.00
11.40556	19804.60
11.40625	19804.80
11.40694	19805.00
11.40764	19805.00
11.40833	19804.50
11.40903	19804.10
11.40972	19803.90
11.41042	19803.90
11.41111	19804.10
11.41181	19803.50
11.41250	19803.60
11.41319	19803.60
11.41389	19804.20
11.41458	19804.10
11.41528	19803.70
11.41597	19804.30
11.41667	19804.40
11.41736	19804.70
11.41806	19804.20
11.41875	19804.00
11.41944	19804.10
11.42014	19804.50
11.42083	19804.10
11.42153	19804.00
11.42222	19804.10
11.42292	19804.20
11.42361	19804.00
11.42431	19804.00
11.42500	19803.90
11.42569	19803.30
11.42639	19803.20
11.42708	19803.10
11.42778	19803.60
11.42847	19803.20
11.42917	19802.20
11.42986	19802.10
11.43056	19801.90
11.43125	19802.20
11.43194	19801.80
11.43264	19801.60
11.43333	19801.60
11.43403	19800.50
11.43472	19800.60
11.43542	19801.50
11.43611	19801.70
11.43681	19801.70
11.43750	19801.80
11.43819	19801.00
11.43889	19802.20
11.43958	19802.00
11.44028	19801.90
11.44097	19801.10
11.44167	19801.40
11.44236	19801.30
11.44306	19800.90
11.44375	19800.80
11.44444	19801.10
11.44514	19800.40
11.44583	19800.70
11.44653	19800.30
11.44722	19799.90
11.44792	19799.80
11.44861	19799.70
11.44931	19799.40
11.45000	19799.10
11.45069	19798.50
11.45139	19798.00
11.45208	19797.80
11.45278	19797.40
11.45347	19797.50
11.45417	19797.70
11.45486	19797.80
11.45556	19798.20
11.45625	19798.40
11.45694	19798.40
11.45764	19798.20
11.45833	19798.30
11.45903	19798.50
11.45972	19797.50
11.46042	19798.20
11.46111	19798.20
11.46181	19798.30
11.46250	19798.00
11.46319	19797.70
11.46389	19797.90
11.46458	19798.40
11.46528	19799.00
11.46597	19798.70
11.46667	19799.30
11.46736	19800.00
11.46806	19799.50
11.46875	19799.20
11.46944	19799.30
11.47014	19799.70
11.47083	19799.60
11.47153	19799.20
11.47222	19798.30
11.47292	19797.40
11.47361	19798.40
11.47431	19799.20
11.47500	19798.50
11.47569	19799.10
11.47639	19799.50
11.47708	19799.50
11.47778	19799.90
11.47847	19799.90
11.47917	19799.30
11.47986	19798.80
11.48056	19799.70
11.48125	19799.60
11.48194	19799.70
11.48264	19799.60
11.48333	19798.80
11.48403	19798.40
11.48472	19799.20
11.48542	19799.70
11.48611	19800.60
11.48681	19800.10
11.48750	19799.80
11.48819	19801.20
11.48889	19801.30
11.48958	19801.70
11.49028	19801.60
11.49097	19801.30
11.49167	19802.00
11.49236	19802.40
11.49306	19802.20
11.49375	19803.40
11.49444	19803.80
11.49514	19803.80
11.49583	19803.90
11.49653	19804.40
11.49722	19804.80
11.49792	19804.90
11.49861	19804.50
11.49931	19804.20
11.50000	19804.90
11.50069	19804.40
11.50139	19804.20
11.50208	19804.50
11.50278	19804.60
11.50347	19805.10
11.50417	19805.20
11.50486	19805.30
11.50556	19805.10
11.50625	19805.70
11.50694	19805.90
11.50764	19806.30
11.50833	19807.80
11.50903	19807.90
11.50972	19807.30
11.51042	19808.40
11.51111	19808.40
11.51181	19808.10
11.51250	19808.00
11.51319	19808.50
11.51389	19808.60
11.51458	19808.80
11.51528	19808.90
11.51597	19809.10
11.51667	19808.50
11.51736	19808.20
11.51806	19808.40
11.51875	19808.10
11.51944	19807.10
11.52014	19807.40
11.52083	19807.90
11.52153	19808.20
11.52222	19807.50
11.52292	19807.00
11.52361	19806.50
11.52431	19805.90
11.52500	19806.00
11.52569	19806.20
11.52639	19806.70
11.52708	19806.10
11.52778	19806.50
11.52847	19805.90
11.52917	19806.00
11.52986	19805.60
11.53056	19805.20
11.53125	19805.60
11.53194	19805.00
11.53264	19804.50
11.53333	19804.40
11.53403	19804.50
11.53472	19804.60
11.53542	19804.20
11.53611	19803.60
11.53681	19803.70
11.53750	19804.10
11.53819	19804.20
11.53889	19804.40
11.53958	19804.20
11.54028	19804.60
11.54097	19804.50
11.54167	19803.90
11.54236	19804.10
11.54306	19804.70
11.54375	19805.00
11.54444	19805.70
11.54514	19805.70
11.54583	19805.60
11.54653	19806.60
11.54722	19806.80
11.54792	19806.20
11.54861	19806.50
11.54931	19807.40
11.55000	19808.10
11.55069	19808.70
11.55139	19808.60
11.55208	19808.70
11.55278	19809.20
11.55347	19809.20
11.55417	19809.60
11.55486	19810.40
11.55556	19811.60
11.55625	19812.00
11.55694	19812.50
11.55764	19812.50
11.55833	19812.50
11.55903	19813.00
11.55972	19813.40
11.56042	19813.40
11.56111	19813.50
11.56181	19813.80
11.56250	19814.50
11.56319	19815.00
11.56389	19815.20
11.56458	19815.20
11.56528	19815.30
11.56597	19815.80
11.56667	19816.10
11.56736	19816.40
11.56806	19816.50
11.56875	19817.20
11.56944	19817.80
11.57014	19818.00
11.57083	19818.20
11.57153	19818.60
11.57222	19818.90
11.57292	19818.90
11.57361	19819.20
11.57431	19819.50
11.57500	19820.00
11.57569	19820.30
11.57639	19820.40
11.57708	19820.00
11.57778	19819.90
11.57847	19819.90
11.57917	19820.60
11.57986	19821.40
11.58056	19821.90
11.58125	19821.50
11.58194	19821.30
11.58264	19821.80
11.58333	19821.50
11.58403	19821.30
11.58472	19820.70
11.58542	19820.10
11.58611	19820.40
11.58681	19819.60
11.58750	19819.50
11.58819	19819.40
11.58889	19819.20
11.58958	19819.20
11.59028	19818.80
11.59097	19819.10
11.59167	19819.20
11.59236	19819.20
11.59306	19819.80
11.59375	19819.70
11.59444	19819.50
11.59514	19820.20
11.59583	19819.60
11.59653	19820.00
11.59722	19820.10
11.59792	19820.60
11.59861	19820.60
11.59931	19820.20
11.60000	19820.40
11.60069	19820.00
11.60139	19820.00
11.60208	19819.80
11.60278	19820.00
11.60347	19820.00
11.60417	19820.30
11.60486	19820.40
11.60556	19821.10
11.60625	19821.80
11.60694	19822.60
11.60764	19823.10
11.60833	19824.10
11.60903	19824.00
11.60972	19823.70
11.61042	19823.90
11.61111	19823.40
11.61181	19823.20
11.61250	19823.10
11.61319	19823.10
11.61389	19823.20
11.61458	19823.20
11.61528	19823.60
11.61597	19823.70
11.61667	19823.60
11.61736	19823.90
11.61806	19824.00
11.61875	19824.40
11.61944	19825.10
11.62014	19823.80
11.62083	19822.70
11.62153	19821.80
11.62222	19821.60
11.62292	19821.60
11.62361	19820.80
11.62431	19820.00
11.62500	19820.20
11.62569	19820.90
11.62639	19820.60
11.62708	19821.30
11.62778	19820.60
11.62847	19820.90
11.62917	19821.60
11.62986	19822.30
11.63056	19822.70
11.63125	19823.40
11.63194	19823.80
11.63264	19823.70
11.63333	19824.20
11.63403	19824.70
11.63472	19824.70
11.63542	19824.70
11.63611	19824.60
11.63681	19824.60
11.63750	19824.40
11.63819	19824.50
11.63889	19824.30
11.63958	19824.20
11.64028	19823.60
11.64097	19823.50
11.64167	19824.00
11.64236	19825.10
11.64306	19824.50
11.64375	19823.70
11.64444	19823.90
11.64514	19824.00
11.64583	19823.70
11.64653	19823.40
11.64722	19823.80
11.64792	19824.20
11.64861	19824.10
11.64931	19824.40
11.65000	19824.10
11.65069	19823.70
11.65139	19823.60
11.65208	19824.20
11.65278	19824.60
11.65347	19824.70
11.65417	19824.90
11.65486	19824.90
11.65556	19825.10
11.65625	19824.70
11.65694	19825.20
11.65764	19825.70
11.65833	19824.90
11.65903	19824.60
11.65972	19825.40
11.66042	19825.50
11.66111	19825.80
11.66181	19825.70
11.66250	19825.70
11.66319	19826.90
11.66389	19826.50
11.66458	19826.70
11.66528	19826.50
11.66597	19826.30
11.66667	19826.20
11.66736	19827.00
11.66806	19827.40
11.66875	19827.20
11.66944	19826.90
11.67014	19827.60
11.67083	19827.30
11.67153	19827.60
11.67222	19827.90
11.67292	19828.00
11.67361	19828.50
11.67431	19828.50
11.67500	19828.20
11.67569	19828.50
11.67639	19828.20
11.67708	19828.90
11.67778	19829.30
11.67847	19829.30
11.67917	19829.00
11.67986	19829.10
11.68056	19829.00
11.68125	19829.40
11.68194	19829.60
11.68264	19830.30
11.68333	19830.60
11.68403	19831.60
11.68472	19830.60
11.68542	19831.00
11.68611	19831.60
11.68681	19831.30
11.68750	19831.60
11.68819	19831.30
11.68889	19831.00
11.68958	19831.30
11.69028	19831.70
11.69097	19831.40
11.69167	19831.90
11.69236	19832.10
11.69306	19832.10
11.69375	19831.80
11.69444	19831.40
11.69514	19831.60
11.69583	19831.20
11.69653	19830.90
11.69722	19830.70
11.69792	19830.50
11.69861	19830.10
11.69931	19830.20
11.70000	19830.50
11.70069	19830.70
11.70139	19831.00
11.70208	19830.60
11.70278	19830.50
11.70347	19830.70
11.70417	19830.80
11.70486	19830.80
11.70556	19830.10
11.70625	19829.40
11.70694	19829.60
11.70764	19829.50
11.70833	19829.70
11.70903	19830.80
11.70972	19830.90
11.71042	19831.00
11.71111	19830.70
11.71181	19831.00
11.71250	19830.40
11.71319	19830.40
11.71389	19830.20
11.71458	19830.30
11.71528	19830.00
11.71597	19829.60
11.71667	19829.90
11.71736	19829.40
11.71806	19829.50
11.71875	19829.90
11.71944	19829.30
11.72014	19830.60
11.72083	19830.30
11.72153	19830.50
11.72222	19829.90
11.72292	19829.90
11.72361	19830.40
11.72431	19830.70
11.72500	19831.10
11.72569	19831.00
11.72639	19831.10
11.72708	19831.20
11.72778	19831.40
11.72847	19831.80
11.72917	19832.20
11.72986	19832.70
11.73056	19833.30
11.73125	19833.20
11.73194	19833.30
11.73264	19832.90
11.73333	19831.70
11.73403	19831.10
11.73472	19831.20
