Time (Day)	LVV B-Y (nT)
10.96944	2207.60
10.97014	2208.00
10.97083	2208.00
10.97153	2208.20
10.97222	2208.60
10.97292	2209.20
10.97361	2210.00
10.97431	2210.60
10.97500	2211.30
10.97569	2211.70
10.97639	2211.70
10.97708	2212.00
10.97778	2212.20
10.97847	2212.30
10.97917	2212.60
10.97986	2212.90
10.98056	2213.00
10.98125	2212.90
10.98194	2212.70
10.98264	2212.80
10.98333	2212.90
10.98403	2212.90
10.98472	2213.00
10.98542	2213.10
10.98611	2213.00
10.98681	2212.90
10.98750	2212.80
10.98819	2212.60
10.98889	2212.40
10.98958	2212.70
10.99028	2212.80
10.99097	2213.20
10.99167	2213.40
10.99236	2213.50
10.99306	2213.70
10.99375	2214.00
10.99444	2214.10
10.99514	2214.10
10.99583	2214.20
10.99653	2214.50
10.99722	2214.70
10.99792	2214.80
10.99861	2214.80
10.99931	2214.80
11.00000	2214.90
11.00069	2214.80
11.00139	2214.70
11.00208	2214.50
11.00278	2214.50
11.00347	2214.40
11.00417	2214.30
11.00486	2214.30
11.00556	2214.00
11.00625	2213.60
11.00694	2212.90
11.00764	2212.70
11.00833	2212.60
11.00903	2212.50
11.00972	2212.30
11.01042	2212.10
11.01111	2212.00
11.01181	2211.50
11.01250	2211.20
11.01319	2210.80
11.01389	2210.70
11.01458	2210.40
11.01528	2210.10
11.01597	2209.60
11.01667	2209.40
11.01736	2209.10
11.01806	2208.90
11.01875	2208.70
11.01944	2208.40
11.02014	2208.10
11.02083	2207.80
11.02153	2207.40
11.02222	2207.10
11.02292	2207.00
11.02361	2207.10
11.02431	2207.20
11.02500	2207.50
11.02569	2207.70
11.02639	2208.10
11.02708	2208.40
11.02778	2208.90
11.02847	2208.90
11.02917	2208.90
11.02986	2209.00
11.03056	2208.80
11.03125	2208.70
11.03194	2208.80
11.03264	2208.80
11.03333	2209.00
11.03403	2209.00
11.03472	2209.40
11.03542	2209.30
11.03611	2209.00
11.03681	2209.00
11.03750	2209.30
11.03819	2209.20
11.03889	2209.30
11.03958	2209.20
11.04028	2209.20
11.04097	2208.30
11.04167	2208.00
11.04236	2207.70
11.04306	2207.30
11.04375	2207.00
11.04444	2207.20
11.04514	2206.30
11.04583	2206.10
11.04653	2206.40
11.04722	2206.50
11.04792	2206.20
11.04861	2206.40
11.04931	2206.20
11.05000	2206.10
11.05069	2206.10
11.05139	2206.20
11.05208	2206.20
11.05278	2206.10
11.05347	2205.90
11.05417	2205.80
11.05486	2205.70
11.05556	2206.00
11.05625	2206.10
11.05694	2206.40
11.05764	2206.10
11.05833	2205.90
11.05903	2205.80
11.05972	2205.80
11.06042	2205.70
11.06111	2205.70
11.06181	2205.60
11.06250	2205.50
11.06319	2205.70
11.06389	2205.90
11.06458	2206.00
11.06528	2206.30
11.06597	2206.40
11.06667	2206.10
11.06736	2206.00
11.06806	2206.10
11.06875	2206.30
11.06944	2206.60
11.07014	2206.80
11.07083	2206.80
11.07153	2206.80
11.07222	2206.50
11.07292	2206.40
11.07361	2206.50
11.07431	2206.70
11.07500	2206.70
11.07569	2206.60
11.07639	2206.40
11.07708	2206.10
11.07778	2205.90
11.07847	2205.90
11.07917	2206.20
11.07986	2206.20
11.08056	2206.20
11.08125	2206.00
11.08194	2205.80
11.08264	2205.50
11.08333	2205.10
11.08403	2204.50
11.08472	2204.00
11.08542	2203.60
11.08611	2203.50
11.08681	2203.50
11.08750	2203.80
11.08819	2203.70
11.08889	2204.20
11.08958	2203.50
11.09028	2203.30
11.09097	2203.10
11.09167	2203.60
11.09236	2203.10
11.09306	2202.90
11.09375	2203.10
11.09444	2203.20
11.09514	2203.20
11.09583	2203.10
11.09653	2203.40
11.09722	2203.40
11.09792	2203.20
11.09861	2203.20
11.09931	2203.20
11.10000	2203.30
11.10069	2203.00
11.10139	2202.90
11.10208	2202.80
11.10278	2202.90
11.10347	2203.30
11.10417	2203.80
11.10486	2204.00
11.10556	2204.00
11.10625	2204.00
11.10694	2203.90
11.10764	2204.00
11.10833	2204.00
11.10903	2204.30
11.10972	2204.30
11.11042	2204.40
11.11111	2204.50
11.11181	2204.50
11.11250	2204.50
11.11319	2204.50
11.11389	2204.40
11.11458	2204.00
11.11528	2204.00
11.11597	2203.90
11.11667	2204.00
11.11736	2204.20
11.11806	2204.20
11.11875	2204.00
11.11944	2203.70
11.12014	2203.50
11.12083	2203.40
11.12153	2203.40
11.12222	2203.30
11.12292	2203.30
11.12361	2203.40
11.12431	2203.40
11.12500	2203.40
11.12569	2203.30
11.12639	2203.00
11.12708	2203.00
11.12778	2203.10
11.12847	2202.80
11.12917	2202.30
11.12986	2201.70
11.13056	2201.30
11.13125	2201.00
11.13194	2201.00
11.13264	2201.10
11.13333	2200.80
11.13403	2200.60
11.13472	2200.60
11.13542	2200.60
11.13611	2201.30
11.13681	2201.90
11.13750	2201.90
11.13819	2202.00
11.13889	2201.90
11.13958	2202.40
11.14028	2202.70
11.14097	2202.80
11.14167	2203.00
11.14236	2203.00
11.14306	2203.00
11.14375	2202.60
11.14444	2202.40
11.14514	2202.50
11.14583	2202.10
11.14653	2201.40
11.14722	2201.20
11.14792	2201.00
11.14861	2200.70
11.14931	2200.50
11.15000	2200.20
11.15069	2200.30
11.15139	2200.30
11.15208	2200.10
11.15278	2200.00
11.15347	2199.90
11.15417	2200.00
11.15486	2200.20
11.15556	2200.20
11.15625	2200.20
11.15694	2200.10
11.15764	2199.90
11.15833	2199.90
11.15903	2199.80
11.15972	2199.70
11.16042	2199.70
11.16111	2199.90
11.16181	2199.70
11.16250	2199.40
11.16319	2199.20
11.16389	2199.20
11.16458	2198.80
11.16528	2198.50
11.16597	2198.30
11.16667	2198.40
11.16736	2198.50
11.16806	2198.50
11.16875	2198.60
11.16944	2199.00
11.17014	2199.30
11.17083	2198.60
11.17153	2199.30
11.17222	2200.20
11.17292	2200.20
11.17361	2200.30
11.17431	2200.40
11.17500	2200.70
11.17569	2200.90
11.17639	2200.80
11.17708	2200.30
11.17778	2200.60
11.17847	2201.40
11.17917	2201.60
11.17986	2201.60
11.18056	2202.10
11.18125	2202.50
11.18194	2203.60
11.18264	2203.70
11.18333	2204.20
11.18403	2204.60
11.18472	2204.70
11.18542	2205.20
11.18611	2205.30
11.18681	2205.20
11.18750	2205.50
11.18819	2205.50
11.18889	2205.40
11.18958	2205.50
11.19028	2205.40
11.19097	2205.70
11.19167	2206.00
11.19236	2206.00
11.19306	2206.00
11.19375	2206.10
11.19444	2206.40
11.19514	2206.70
11.19583	2207.00
11.19653	2207.00
11.19722	2206.70
11.19792	2206.70
11.19861	2207.00
11.19931	2207.00
11.20000	2206.70
11.20069	2206.40
11.20139	2206.00
11.20208	2205.60
11.20278	2205.70
11.20347	2206.00
11.20417	2206.20
11.20486	2206.30
11.20556	2206.40
11.20625	2206.10
11.20694	2205.90
11.20764	2205.90
11.20833	2205.80
11.20903	2205.70
11.20972	2205.50
11.21042	2205.60
11.21111	2205.90
11.21181	2206.10
11.21250	2205.80
11.21319	2205.00
11.21389	2204.10
11.21458	2204.30
11.21528	2204.90
11.21597	2205.10
11.21667	2205.70
11.21736	2206.70
11.21806	2207.40
11.21875	2207.60
11.21944	2207.30
11.22014	2207.80
11.22083	2208.20
11.22153	2208.00
11.22222	2207.70
11.22292	2207.40
11.22361	2207.50
11.22431	2207.00
11.22500	2207.10
11.22569	2207.20
11.22639	2207.50
11.22708	2207.50
11.22778	2207.20
11.22847	2207.10
11.22917	2207.10
11.22986	2207.00
11.23056	2206.80
11.23125	2206.80
11.23194	2206.70
11.23264	2206.90
11.23333	2207.10
11.23403	2207.10
11.23472	2207.00
11.23542	2206.90
11.23611	2207.10
11.23681	2207.30
11.23750	2207.70
11.23819	2208.10
11.23889	2207.70
11.23958	2207.40
11.24028	2207.10
11.24097	2207.40
11.24167	2207.60
11.24236	2207.60
11.24306	2207.50
11.24375	2207.40
11.24444	2207.60
11.24514	2207.80
11.24583	2207.80
11.24653	2208.10
11.24722	2208.30
11.24792	2207.60
11.24861	2207.00
11.24931	2207.60
11.25000	2208.50
11.25069	2209.30
11.25139	2209.70
11.25208	2209.60
11.25278	2209.40
11.25347	2209.40
11.25417	2209.70
11.25486	2210.20
11.25556	2210.20
11.25625	2209.80
11.25694	2209.90
11.25764	2209.70
11.25833	2209.30
11.25903	2209.10
11.25972	2209.10
11.26042	2209.60
11.26111	2210.20
11.26181	2210.30
11.26250	2210.20
11.26319	2210.40
11.26389	2210.40
11.26458	2210.40
11.26528	2210.90
11.26597	2210.10
11.26667	2209.80
11.26736	2210.80
11.26806	2211.80
11.26875	2212.20
11.26944	2211.90
11.27014	2211.20
11.27083	2211.30
11.27153	2211.40
11.27222	2211.30
11.27292	2211.90
11.27361	2211.70
11.27431	2212.20
11.27500	2212.80
11.27569	2213.00
11.27639	2213.30
11.27708	2212.90
11.27778	2213.00
11.27847	2212.80
11.27917	2212.90
11.27986	2213.00
11.28056	2212.80
11.28125	2213.20
11.28194	2212.80
11.28264	2213.10
11.28333	2213.20
11.28403	2213.10
11.28472	2213.00
11.28542	2213.30
11.28611	2213.80
11.28681	2214.20
11.28750	2213.40
11.28819	2213.70
11.28889	2213.70
11.28958	2213.60
11.29028	2214.40
11.29097	2214.80
11.29167	2214.20
11.29236	2214.70
11.29306	2215.20
11.29375	2215.20
11.29444	2214.80
11.29514	2214.50
11.29583	2214.90
11.29653	2215.00
11.29722	2215.10
11.29792	2215.00
11.29861	2215.00
11.29931	2215.20
11.30000	2215.60
11.30069	2215.90
11.30139	2216.40
11.30208	2216.80
11.30278	2216.80
11.30347	2216.80
11.30417	2217.20
11.30486	2217.20
11.30556	2217.50
11.30625	2217.40
11.30694	2217.70
11.30764	2217.80
11.30833	2217.80
11.30903	2218.00
11.30972	2217.90
11.31042	2218.00
11.31111	2217.80
11.31181	2217.90
11.31250	2217.90
11.31319	2218.20
11.31389	2218.00
11.31458	2218.10
11.31528	2218.70
11.31597	2218.10
11.31667	2217.80
11.31736	2217.40
11.31806	2217.50
11.31875	2217.90
11.31944	2217.50
11.32014	2217.30
11.32083	2217.40
11.32153	2218.30
11.32222	2218.40
11.32292	2218.10
11.32361	2217.90
11.32431	2218.00
11.32500	2218.00
11.32569	2218.00
11.32639	2218.00
11.32708	2218.10
11.32778	2218.20
11.32847	2218.30
11.32917	2218.20
11.32986	2218.10
11.33056	2217.70
11.33125	2217.40
11.33194	2217.50
11.33264	2217.50
11.33333	2217.30
11.33403	2217.40
11.33472	2217.00
11.33542	2216.30
11.33611	2216.40
11.33681	2216.80
11.33750	2216.80
11.33819	2216.20
11.33889	2216.10
11.33958	2216.00
11.34028	2216.00
11.34097	2215.90
11.34167	2215.70
11.34236	2216.00
11.34306	2216.20
11.34375	2215.60
11.34444	2215.20
11.34514	2214.90
11.34583	2214.80
11.34653	2214.60
11.34722	2214.50
11.34792	2214.60
11.34861	2215.00
11.34931	2214.90
11.35000	2214.90
11.35069	2215.20
11.35139	2215.60
11.35208	2215.70
11.35278	2216.00
11.35347	2216.20
11.35417	2216.50
11.35486	2216.30
11.35556	2216.30
11.35625	2216.30
11.35694	2216.20
11.35764	2216.00
11.35833	2216.10
11.35903	2216.20
11.35972	2215.90
11.36042	2216.00
11.36111	2215.90
11.36181	2215.50
11.36250	2214.70
11.36319	2214.30
11.36389	2214.20
11.36458	2213.80
11.36528	2213.70
11.36597	2214.50
11.36667	2215.60
11.36736	2216.10
11.36806	2215.70
11.36875	2215.40
11.36944	2215.60
11.37014	2215.20
11.37083	2214.10
11.37153	2214.20
11.37222	2215.60
11.37292	2216.20
11.37361	2216.20
11.37431	2215.20
11.37500	2213.90
11.37569	2213.50
11.37639	2213.40
11.37708	2213.20
11.37778	2213.20
11.37847	2213.60
11.37917	2213.70
11.37986	2213.10
11.38056	2213.10
11.38125	2213.00
11.38194	2213.40
11.38264	2213.40
11.38333	2214.00
11.38403	2214.80
11.38472	2214.70
11.38542	2214.70
11.38611	2214.20
11.38681	2213.90
11.38750	2213.70
11.38819	2213.50
11.38889	2213.20
11.38958	2213.40
11.39028	2213.70
11.39097	2214.10
11.39167	2214.30
11.39236	2214.30
11.39306	2214.00
11.39375	2213.90
11.39444	2213.60
11.39514	2213.50
11.39583	2213.40
11.39653	2213.30
11.39722	2213.00
11.39792	2213.00
11.39861	2212.80
11.39931	2212.80
11.40000	2212.70
11.40069	2212.40
11.40139	2212.10
11.40208	2211.70
11.40278	2211.40
11.40347	2211.10
11.40417	2211.60
11.40486	2212.00
11.40556	2212.00
11.40625	2211.70
11.40694	2211.50
11.40764	2211.50
11.40833	2211.50
11.40903	2211.50
11.40972	2211.20
11.41042	2210.90
11.41111	2211.00
11.41181	2211.00
11.41250	2210.80
11.41319	2210.20
11.41389	2209.80
11.41458	2209.70
11.41528	2209.70
11.41597	2209.20
11.41667	2208.50
11.41736	2208.50
11.41806	2208.30
11.41875	2208.20
11.41944	2207.90
11.42014	2207.60
11.42083	2207.80
11.42153	2207.80
11.42222	2207.30
11.42292	2206.80
11.42361	2206.20
11.42431	2205.80
11.42500	2205.60
11.42569	2205.10
11.42639	2204.70
11.42708	2203.90
11.42778	2203.70
11.42847	2203.80
11.42917	2204.60
11.42986	2204.60
11.43056	2204.40
11.43125	2204.40
11.43194	2204.60
11.43264	2205.10
11.43333	2205.40
11.43403	2206.00
11.43472	2206.30
11.43542	2205.70
11.43611	2205.40
11.43681	2205.00
11.43750	2203.90
11.43819	2203.20
11.43889	2202.40
11.43958	2201.80
11.44028	2201.00
11.44097	2199.70
11.44167	2198.50
11.44236	2198.40
11.44306	2198.40
11.44375	2198.70
11.44444	2198.30
11.44514	2197.90
11.44583	2197.00
11.44653	2196.90
11.44722	2196.70
11.44792	2195.50
11.44861	2194.80
11.44931	2194.90
11.45000	2194.80
11.45069	2194.70
11.45139	2195.10
11.45208	2195.10
11.45278	2195.60
11.45347	2195.30
11.45417	2195.50
11.45486	2195.30
11.45556	2195.10
11.45625	2194.40
11.45694	2194.00
11.45764	2194.30
11.45833	2194.20
11.45903	2193.90
11.45972	2193.60
11.46042	2193.50
11.46111	2193.10
11.46181	2193.20
11.46250	2193.00
11.46319	2193.10
11.46389	2192.80
11.46458	2192.60
11.46528	2192.50
11.46597	2192.60
11.46667	2192.30
11.46736	2192.10
11.46806	2192.30
11.46875	2192.40
11.46944	2192.30
11.47014	2191.20
11.47083	2191.00
11.47153	2191.70
11.47222	2192.80
11.47292	2193.50
11.47361	2192.60
11.47431	2191.70
11.47500	2191.00
11.47569	2190.40
11.47639	2189.50
11.47708	2189.50
11.47778	2189.50
11.47847	2189.10
11.47917	2189.90
11.47986	2191.00
11.48056	2190.90
11.48125	2189.70
11.48194	2189.80
11.48264	2191.00
11.48333	2190.00
11.48403	2190.00
11.48472	2189.70
11.48542	2189.00
11.48611	2188.30
11.48681	2188.80
11.48750	2188.50
11.48819	2188.10
11.48889	2187.70
11.48958	2188.50
11.49028	2188.90
11.49097	2189.30
11.49167	2188.90
11.49236	2188.20
11.49306	2188.00
11.49375	2187.50
11.49444	2187.10
11.49514	2186.20
11.49583	2185.70
11.49653	2184.80
11.49722	2184.80
11.49792	2185.20
11.49861	2185.90
11.49931	2186.20
11.50000	2185.60
11.50069	2185.70
11.50139	2186.80
11.50208	2187.20
11.50278	2186.70
11.50347	2186.20
11.50417	2185.90
11.50486	2186.10
11.50556	2186.90
11.50625	2186.70
11.50694	2186.50
11.50764	2186.50
11.50833	2185.30
11.50903	2185.90
11.50972	2185.70
11.51042	2184.90
11.51111	2185.50
11.51181	2186.40
11.51250	2187.10
11.51319	2187.00
11.51389	2186.70
11.51458	2186.30
11.51528	2186.10
11.51597	2186.30
11.51667	2187.50
11.51736	2188.10
11.51806	2188.40
11.51875	2189.20
11.51944	2189.50
11.52014	2189.70
11.52083	2189.70
11.52153	2190.00
11.52222	2190.50
11.52292	2191.00
11.52361	2191.40
11.52431	2191.50
11.52500	2192.20
11.52569	2192.60
11.52639	2192.40
11.52708	2192.40
11.52778	2192.20
11.52847	2192.30
11.52917	2192.20
11.52986	2192.20
11.53056	2192.40
11.53125	2192.40
11.53194	2192.30
11.53264	2192.50
11.53333	2192.10
11.53403	2191.40
11.53472	2191.50
11.53542	2191.40
11.53611	2191.40
11.53681	2191.10
11.53750	2191.00
11.53819	2191.40
11.53889	2191.60
11.53958	2192.10
11.54028	2191.80
11.54097	2192.00
11.54167	2192.50
11.54236	2192.60
11.54306	2192.80
11.54375	2192.90
11.54444	2192.80
11.54514	2193.10
11.54583	2193.50
11.54653	2193.10
11.54722	2193.40
11.54792	2194.10
11.54861	2194.00
11.54931	2193.70
11.55000	2193.10
11.55069	2192.50
11.55139	2192.70
11.55208	2192.80
11.55278	2192.50
11.55347	2192.80
11.55417	2192.50
11.55486	2192.10
11.55556	2191.80
11.55625	2191.80
11.55694	2192.10
11.55764	2192.40
11.55833	2192.70
11.55903	2192.80
11.55972	2192.90
11.56042	2193.00
11.56111	2193.20
11.56181	2193.00
11.56250	2192.70
11.56319	2192.50
11.56389	2192.50
11.56458	2192.90
11.56528	2193.00
11.56597	2192.90
11.56667	2192.90
11.56736	2192.90
11.56806	2192.90
11.56875	2193.00
11.56944	2193.00
11.57014	2193.40
11.57083	2193.50
11.57153	2193.50
11.57222	2193.60
11.57292	2193.80
11.57361	2194.00
11.57431	2194.00
11.57500	2193.90
11.57569	2194.00
11.57639	2194.10
11.57708	2194.30
11.57778	2194.40
11.57847	2194.60
11.57917	2194.60
11.57986	2194.80
11.58056	2195.00
11.58125	2194.80
11.58194	2194.80
11.58264	2194.70
11.58333	2194.50
11.58403	2194.40
11.58472	2194.80
11.58542	2194.90
11.58611	2194.80
11.58681	2195.10
11.58750	2195.50
11.58819	2195.80
11.58889	2196.30
11.58958	2196.30
11.59028	2196.40
11.59097	2196.00
11.59167	2196.20
11.59236	2196.00
11.59306	2196.70
11.59375	2196.90
11.59444	2196.90
11.59514	2197.00
11.59583	2197.40
11.59653	2197.40
11.59722	2197.50
11.59792	2197.70
11.59861	2197.80
11.59931	2197.90
11.60000	2198.10
11.60069	2198.50
11.60139	2198.60
11.60208	2198.70
11.60278	2198.90
11.60347	2198.90
11.60417	2198.90
11.60486	2199.10
11.60556	2199.00
11.60625	2198.90
11.60694	2199.10
11.60764	2199.10
11.60833	2199.20
11.60903	2199.80
11.60972	2200.20
11.61042	2200.10
11.61111	2200.20
11.61181	2201.30
11.61250	2201.70
11.61319	2201.70
11.61389	2201.60
11.61458	2201.80
11.61528	2201.80
11.61597	2201.40
11.61667	2201.20
11.61736	2200.50
11.61806	2200.40
11.61875	2200.00
11.61944	2199.80
11.62014	2200.10
11.62083	2200.40
11.62153	2200.50
11.62222	2200.70
11.62292	2201.00
11.62361	2201.10
11.62431	2200.80
11.62500	2200.80
11.62569	2200.70
11.62639	2201.10
11.62708	2201.40
11.62778	2201.10
11.62847	2201.40
11.62917	2202.10
11.62986	2202.60
11.63056	2202.60
11.63125	2202.80
11.63194	2202.70
11.63264	2202.70
11.63333	2202.50
11.63403	2202.20
11.63472	2201.90
11.63542	2201.70
11.63611	2201.40
11.63681	2201.20
11.63750	2200.90
11.63819	2200.90
11.63889	2200.60
11.63958	2200.50
11.64028	2200.40
11.64097	2200.00
11.64167	2200.30
11.64236	2200.30
11.64306	2200.20
11.64375	2200.20
11.64444	2200.20
11.64514	2200.50
11.64583	2200.70
11.64653	2201.00
11.64722	2200.80
11.64792	2200.50
11.64861	2200.80
11.64931	2200.80
11.65000	2201.10
11.65069	2201.40
11.65139	2200.60
11.65208	2200.80
11.65278	2201.30
11.65347	2201.00
11.65417	2200.40
11.65486	2200.40
11.65556	2200.70
11.65625	2200.50
11.65694	2200.80
11.65764	2201.00
11.65833	2201.40
11.65903	2201.40
11.65972	2201.50
11.66042	2201.30
11.66111	2201.30
11.66181	2201.20
11.66250	2201.30
11.66319	2201.20
11.66389	2201.50
11.66458	2201.70
11.66528	2201.80
11.66597	2202.10
11.66667	2202.20
11.66736	2201.90
11.66806	2201.90
11.66875	2201.90
11.66944	2202.10
11.67014	2201.90
11.67083	2202.60
11.67153	2202.60
11.67222	2202.60
11.67292	2202.50
11.67361	2202.50
11.67431	2202.50
11.67500	2202.50
11.67569	2202.50
11.67639	2202.50
11.67708	2202.40
11.67778	2202.80
11.67847	2203.00
11.67917	2203.00
11.67986	2202.70
11.68056	2202.70
11.68125	2202.60
11.68194	2202.80
11.68264	2202.70
11.68333	2202.40
11.68403	2202.30
11.68472	2202.60
11.68542	2202.60
11.68611	2202.30
11.68681	2202.30
11.68750	2202.50
11.68819	2202.40
11.68889	2202.30
11.68958	2201.90
11.69028	2201.90
11.69097	2202.00
11.69167	2201.90
11.69236	2202.00
11.69306	2201.80
11.69375	2201.80
11.69444	2202.10
11.69514	2202.40
11.69583	2202.40
11.69653	2202.50
11.69722	2202.50
11.69792	2202.60
11.69861	2202.60
11.69931	2203.00
11.70000	2202.90
11.70069	2203.20
11.70139	2203.50
11.70208	2203.70
11.70278	2203.20
11.70347	2203.50
11.70417	2203.80
11.70486	2203.70
11.70556	2203.90
11.70625	2203.80
11.70694	2203.50
11.70764	2203.50
11.70833	2203.00
11.70903	2203.00
11.70972	2203.10
11.71042	2202.90
11.71111	2203.00
11.71181	2203.10
11.71250	2203.00
11.71319	2203.40
11.71389	2203.50
11.71458	2203.70
11.71528	2203.50
11.71597	2203.50
11.71667	2203.70
11.71736	2203.70
11.71806	2203.70
11.71875	2203.80
11.71944	2204.20
11.72014	2204.00
11.72083	2204.20
11.72153	2204.30
11.72222	2204.50
11.72292	2204.50
11.72361	2204.70
11.72431	2204.60
11.72500	2204.80
11.72569	2204.70
11.72639	2205.10
11.72708	2205.10
11.72778	2204.80
11.72847	2204.90
11.72917	2205.40
11.72986	2205.80
11.73056	2206.10
11.73125	2206.20
11.73194	2205.80
11.73264	2205.50
11.73333	2205.10
11.73403	2204.70
11.73472	2204.50
11.73542	2204.20
11.73611	2204.00
11.73681	2203.70
11.73750	2203.30
11.73819	2203.00
11.73889	2202.50
11.73958	2202.70
11.74028	2202.90
11.74097	2203.30
11.74167	2202.30
11.74236	2202.30
11.74306	2202.00
11.74375	2202.40
11.74444	2203.00
11.74514	2202.20
11.74583	2202.10
11.74653	2201.90
11.74722	2202.10
11.74792	2202.30
11.74861	2202.40
11.74931	2202.80
11.75000	2202.90
11.75069	2202.90
11.75139	2202.90
11.75208	2203.00
11.75278	2203.00
11.75347	2203.60
11.75417	2203.50
11.75486	2203.60
11.75556	2203.60
11.75625	2203.60
11.75694	2203.90
11.75764	2204.20
11.75833	2204.30
11.75903	2204.30
11.75972	2204.00
11.76042	2204.00
11.76111	2204.00
11.76181	2204.10
11.76250	2204.10
11.76319	2204.10
11.76389	2204.20
11.76458	2204.40
11.76528	2204.40
11.76597	2204.60
11.76667	2204.70
11.76736	2204.50
11.76806	2204.40
11.76875	2204.50
11.76944	2204.70
11.77014	2204.90
11.77083	2205.20
11.77153	2205.20
11.77222	2205.40
11.77292	2205.60
11.77361	2205.80
11.77431	2205.80
11.77500	2205.80
11.77569	2205.90
11.77639	2205.90
11.77708	2205.90
11.77778	2205.60
11.77847	2205.50
11.77917	2205.50
11.77986	2205.40
11.78056	2205.40
11.78125	2205.20
11.78194	2205.20
11.78264	2205.10
11.78333	2205.20
11.78403	2205.10
11.78472	2205.10
11.78542	2205.00
11.78611	2205.20
11.78681	2205.10
11.78750	2204.90
11.78819	2204.80
11.78889	2204.70
11.78958	2204.60
11.79028	2204.80
11.79097	2204.90
11.79167	2204.90
11.79236	2204.90
11.79306	2204.80
11.79375	2205.00
11.79444	2205.30
11.79514	2205.20
11.79583	2205.30
11.79653	2205.40
11.79722	2205.50
11.79792	2205.60
11.79861	2205.60
11.79931	2205.80
11.80000	2206.30
11.80069	2206.00
11.80139	2206.00
11.80208	2206.20
11.80278	2206.10
11.80347	2206.30
11.80417	2206.30
11.80486	2206.00
11.80556	2206.20
11.80625	2206.80
11.80694	2207.00
11.80764	2207.10
11.80833	2206.90
11.80903	2206.80
11.80972	2206.60
11.81042	2207.10
11.81111	2206.80
11.81181	2207.10
11.81250	2207.30
11.81319	2207.30
11.81389	2207.00
11.81458	2207.60
11.81528	2207.50
11.81597	2207.10
11.81667	2206.60
11.81736	2207.00
11.81806	2207.00
11.81875	2206.70
11.81944	2206.40
11.82014	2206.30
11.82083	2206.20
11.82153	2206.10
11.82222	2206.30
11.82292	2206.00
11.82361	2206.00
11.82431	2206.00
11.82500	2206.00
11.82569	2206.00
11.82639	2206.40
11.82708	2206.50
11.82778	2206.80
11.82847	2206.60
11.82917	2206.60
11.82986	2206.70
11.83056	2206.60
11.83125	2206.60
11.83194	2206.90
11.83264	2206.90
11.83333	2206.90
11.83403	2206.20
11.83472	2206.90
11.83542	2206.90
11.83611	2206.90
11.83681	2206.90
